# English lemma observations — DERIVED DATA, see ATTRIBUTION.md
# reference: Stanford CoreNLP 4.5.10 lemma annotator (Morpha)
# generated: 2026-08-21T14:35:12.274882Z  tokens=272154  rawObservations=272154  aggregated=181750
# format: word, prevLemma, nextLemma, lemma, count ; '-' = sentence edge ; lemmas/words as CoreNLP emitted them
# word	prevLemma	nextLemma	lemma	count
hypoxanthine	hypoxanthic	hypoxis	hypoxanthine	1
Hypoxis	hypoxanthine	hypoxylon	hypoxis	1
Hypoxylon	hypoxis	hypozeugma	hypoxylon	1
hypozeugma	hypoxylon	hypozeuxis	hypozeugma	1
hypozeuxis	hypozeugma	hypozoa	hypozeuxis	1
Hypozoa	hypozeuxis	hypozoan	hypozoa	1
hypozoan	hypozoa	hypozoic	hypozoan	1
hypozoic	hypozoan	hyppish	hypozoic	1
hyppish	hypozoic	hypsibrachycephalic	hyppish	1
hypsibrachycephalic	hyppish	hypsibrachycephalism	hypsibrachycephalic	1
hypsibrachycephalism	hypsibrachycephalic	hypsibrachycephaly	hypsibrachycephalism	1
hypsibrachycephaly	hypsibrachycephalism	hypsicephalic	hypsibrachycephaly	1
hypsicephalic	hypsibrachycephaly	hypsicephaly	hypsicephalic	1
hypsicephaly	hypsicephalic	hypsidolichocephalic	hypsicephaly	1
hypsidolichocephalic	hypsicephaly	hypsidolichocephalism	hypsidolichocephalic	1
hypsidolichocephalism	hypsidolichocephalic	hypsidolichocephaly	hypsidolichocephalism	1
hypsidolichocephaly	hypsidolichocephalism	hypsiliform	hypsidolichocephaly	1
hypsiliform	hypsidolichocephaly	hypsiloid	hypsiliform	1
hypsiloid	hypsiliform	hypsilophodon	hypsiloid	1
Hypsilophodon	hypsiloid	hypsilophodont	hypsilophodon	1
hypsilophodont	hypsilophodon	hypsilophodontid	hypsilophodont	1
hypsilophodontid	hypsilophodont	hypsilophodontidae	hypsilophodontid	1
Hypsilophodontidae	hypsilophodontid	hypsilophodontoid	hypsilophodontidae	1
hypsilophodontoid	hypsilophodontidae	hypsiprymninae	hypsilophodontoid	1
Hypsiprymninae	hypsilophodontoid	hypsiprymnodontinae	hypsiprymninae	1
Hypsiprymnodontinae	hypsiprymninae	hypsiprymnus	hypsiprymnodontinae	1
Hypsiprymnus	hypsiprymnodontinae	hypsistarian	hypsiprymnus	1
Hypsistarian	hypsiprymnus	hypsistenocephalic	hypsistarian	1
hypsistenocephalic	hypsistarian	hypsistenocephalism	hypsistenocephalic	1
hypsistenocephalism	hypsistenocephalic	hypsistenocephaly	hypsistenocephalism	1
hypsistenocephaly	hypsistenocephalism	hypsobathymetric	hypsistenocephaly	1
hypsobathymetric	hypsistenocephaly	hypsocephalous	hypsobathymetric	1
hypsocephalous	hypsobathymetric	hypsochrome	hypsocephalous	1
hypsochrome	hypsocephalous	hypsochromic	hypsochrome	1
hypsochromic	hypsochrome	hypsochromy	hypsochromic	1
hypsochromy	hypsochromic	hypsodont	hypsochromy	1
hypsodont	hypsochromy	hypsodontism	hypsodont	1
hypsodontism	hypsodont	hypsodonty	hypsodontism	1
hypsodonty	hypsodontism	hypsographic	hypsodonty	1
hypsographic	hypsodonty	hypsographical	hypsographic	1
hypsographical	hypsographic	hypsography	hypsographical	1
hypsography	hypsographical	hypsoisotherm	hypsography	1
hypsoisotherm	hypsography	hypsometer	hypsoisotherm	1
hypsometer	hypsoisotherm	hypsometric	hypsometer	1
hypsometric	hypsometer	hypsometrical	hypsometric	1
hypsometrical	hypsometric	hypsometrically	hypsometrical	1
hypsometrically	hypsometrical	hypsometrist	hypsometrically	1
hypsometrist	hypsometrically	hypsometry	hypsometrist	1
hypsometry	hypsometrist	hypsophobia	hypsometry	1
hypsophobia	hypsometry	hypsophonous	hypsophobia	1
hypsophonous	hypsophobia	hypsophyll	hypsophonous	1
hypsophyll	hypsophonous	hypsophyllar	hypsophyll	1
hypsophyllar	hypsophyll	hypsophyllary	hypsophyllar	1
hypsophyllary	hypsophyllar	hypsophyllous	hypsophyllary	1
hypsophyllous	hypsophyllary	hypsophyllum	hypsophyllous	1
hypsophyllum	hypsophyllous	hypsothermometer	hypsophyllum	1
hypsothermometer	hypsophyllum	hypural	hypsothermometer	1
hypural	hypsothermometer	hyraces	hypural	1
hyraces	hypural	hyraceum	hyraces	1
hyraceum	hyraces	hyrachyus	hyraceum	1
Hyrachyus	hyraceum	hyracid	hyrachyus	1
hyracid	hyrachyus	hyracidae	hyracid	1
Hyracidae	hyracid	hyraciform	hyracidae	1
hyraciform	hyracidae	hyracina	hyraciform	1
Hyracina	hyraciform	hyracodon	hyracina	1
Hyracodon	hyracina	hyracodont	hyracodon	1
hyracodont	hyracodon	hyracodontid	hyracodont	1
hyracodontid	hyracodont	hyracodontidae	hyracodontid	1
Hyracodontidae	hyracodontid	hyracodontoid	hyracodontidae	1
hyracodontoid	hyracodontidae	hyracoid	hyracodontoid	1
hyracoid	hyracodontoid	hyracoidea	hyracoid	1
Hyracoidea	hyracoid	hyracoidean	hyracoidea	1
hyracoidean	hyracoidea	hyracothere	hyracoidean	1
hyracothere	hyracoidean	hyracotherian	hyracothere	1
hyracotherian	hyracothere	hyracotheriinae	hyracotherian	1
Hyracotheriinae	hyracotherian	hyracotherium	hyracotheriinae	1
Hyracotherium	hyracotheriinae	hyrax	hyracotherium	1
hyrax	hyracotherium	hyrcan	hyrax	1
Hyrcan	hyrax	hyrcanian	hyrcan	1
Hyrcanian	hyrcan	hyson	hyrcanian	1
hyson	hyrcanian	hyssop	hyson	1
hyssop	hyson	hyssopus	hyssop	1
Hyssopus	hyssop	hystazarin	hyssopus	1
hystazarin	hyssopus	hysteralgia	hystazarin	1
hysteralgia	hystazarin	hysteralgic	hysteralgia	1
hysteralgic	hysteralgia	hysteranthous	hysteralgic	1
hysteranthous	hysteralgic	hysterectomy	hysteranthous	1
hysterectomy	hysteranthous	hysterelcosis	hysterectomy	1
hysterelcosis	hysterectomy	hysteresial	hysterelcosis	1
hysteresial	hysterelcosis	hysteresis	hysteresial	1
hysteresis	hysteresial	hysteretic	hysteresis	1
hysteretic	hysteresis	hysteretically	hysteretic	1
hysteretically	hysteretic	hysteria	hysteretically	1
hysteria	hysteretically	hysteriac	hysteria	1
hysteriac	hysteria	hysteriales	hysteriac	1
Hysteriales	hysteriac	hysteric	hysteriales	1
hysteric	hysteriales	hysterical	hysteric	1
hysterical	hysteric	hysterically	hysterical	1
hysterically	hysterical	hystericky	hysterically	1
hystericky	hysterically	hysterics	hystericky	1
hysterics	hystericky	hysteriform	hysterics	1
hysteriform	hysterics	hysterioid	hysteriform	1
hysterioid	hysteriform	hysterocarpus	hysterioid	1
Hysterocarpus	hysterioid	hysterocatalepsy	hysterocarpus	1
hysterocatalepsy	hysterocarpus	hysterocele	hysterocatalepsy	1
hysterocele	hysterocatalepsy	hysterocleisis	hysterocele	1
hysterocleisis	hysterocele	hysterocrystalline	hysterocleisis	1
hysterocrystalline	hysterocleisis	hysterocystic	hysterocrystalline	1
hysterocystic	hysterocrystalline	hysterodynia	hysterocystic	1
hysterodynia	hysterocystic	hysterogen	hysterodynia	1
hysterogen	hysterodynia	hysterogenetic	hysterogen	1
hysterogenetic	hysterogen	hysterogenic	hysterogenetic	1
hysterogenic	hysterogenetic	hysterogenous	hysterogenic	1
hysterogenous	hysterogenic	hysterogeny	hysterogenous	1
hysterogeny	hysterogenous	hysteroid	hysterogeny	1
hysteroid	hysterogeny	hysterolaparotomy	hysteroid	1
hysterolaparotomy	hysteroid	hysterolith	hysterolaparotomy	1
hysterolith	hysterolaparotomy	hysterolithiasis	hysterolith	1
hysterolithiasis	hysterolith	hysterology	hysterolithiasis	1
hysterology	hysterolithiasis	hysterolysis	hysterology	1
hysterolysis	hysterology	hysteromania	hysterolysis	1
hysteromania	hysterolysis	hysterometer	hysteromania	1
hysterometer	hysteromania	hysterometry	hysterometer	1
hysterometry	hysterometer	hysteromorphous	hysterometry	1
hysteromorphous	hysterometry	hysteromyoma	hysteromorphous	1
hysteromyoma	hysteromorphous	hysteromyomectomy	hysteromyoma	1
hysteromyomectomy	hysteromyoma	hysteron	hysteromyomectomy	1
hysteron	hysteromyomectomy	hysteroneurasthenia	hysteron	1
hysteroneurasthenia	hysteron	hysteropathy	hysteroneurasthenia	1
hysteropathy	hysteroneurasthenia	hysteropexia	hysteropathy	1
hysteropexia	hysteropathy	hysteropexy	hysteropexia	1
hysteropexy	hysteropexia	hysterophore	hysteropexy	1
hysterophore	hysteropexy	hysterophyta	hysterophore	1
Hysterophyta	hysterophore	hysterophytal	hysterophyta	1
hysterophytal	hysterophyta	hysterophyte	hysterophytal	1
hysterophyte	hysterophytal	hysteroproterize	hysterophyte	1
hysteroproterize	hysterophyte	hysteroptosia	hysteroproterize	1
hysteroptosia	hysteroproterize	hysteroptosis	hysteroptosia	1
hysteroptosis	hysteroptosia	hysterorrhaphy	hysteroptosis	1
hysterorrhaphy	hysteroptosis	hysterorrhexis	hysterorrhaphy	1
hysterorrhexis	hysterorrhaphy	hysteroscope	hysterorrhexis	1
hysteroscope	hysterorrhexis	hysterosis	hysteroscope	1
hysterosis	hysteroscope	hysterotome	hysterosis	1
hysterotome	hysterosis	hysterotomy	hysterotome	1
hysterotomy	hysterotome	hysterotraumatism	hysterotomy	1
hysterotraumatism	hysterotomy	hystriciasis	hysterotraumatism	1
hystriciasis	hysterotraumatism	hystricid	hystriciasis	1
hystricid	hystriciasis	hystricidae	hystricid	1
Hystricidae	hystricid	hystricinae	hystricidae	1
Hystricinae	hystricidae	hystricine	hystricinae	1
hystricine	hystricinae	hystricism	hystricine	1
hystricism	hystricine	hystricismus	hystricism	1
hystricismus	hystricism	hystricoid	hystricismus	1
hystricoid	hystricismus	hystricomorph	hystricoid	1
hystricomorph	hystricoid	hystricomorpha	hystricomorph	1
Hystricomorpha	hystricomorph	hystricomorphic	hystricomorpha	1
hystricomorphic	hystricomorpha	hystricomorphous	hystricomorphic	1
hystricomorphous	hystricomorphic	hystrix	hystricomorphous	1
Hystrix	hystricomorphous	i	hystrix	1
I	hystrix	i	i	1
i	i	iacchic	i	1
Iacchic	i	iacchos	iacchic	1
Iacchos	iacchic	iacchus	iacchos	1
Iacchus	iacchos	iachimo	iacchus	1
Iachimo	iacchus	iamatology	iachimo	1
iamatology	iachimo	iamb	iamatology	1
iamb	iamatology	iambe	iamb	1
Iambe	iamb	iambelegus	iambe	1
iambelegus	iambe	iambi	iambelegus	1
iambi	iambelegus	iambic	iambi	1
iambic	iambi	iambically	iambic	1
iambically	iambic	iambist	iambically	1
iambist	iambically	iambize	iambist	1
iambize	iambist	iambographer	iambize	1
iambographer	iambize	iambus	iambographer	1
iambus	iambographer	ian	iambus	1
Ian	iambus	ianthina	ian	1
Ianthina	ian	ianthine	ianthina	1
ianthine	ianthina	ianthinite	ianthine	1
ianthinite	ianthine	ianus	ianthinite	1
Ianus	ianthinite	iao	ianus	1
iao	ianus	iapetus	iao	1
Iapetus	iao	iapyges	iapetus	1
Iapyges	iapetus	iapygian	iapyges	1
Iapygian	iapyges	iapygii	iapygian	1
Iapygii	iapygian	iatraliptic	iapygii	1
iatraliptic	iapygii	iatraliptics	iatraliptic	1
iatraliptics	iatraliptic	iatric	iatraliptics	1
iatric	iatraliptics	iatrical	iatric	1
iatrical	iatric	iatrochemic	iatrical	1
iatrochemic	iatrical	iatrochemical	iatrochemic	1
iatrochemical	iatrochemic	iatrochemist	iatrochemical	1
iatrochemist	iatrochemical	iatrochemistry	iatrochemist	1
iatrochemistry	iatrochemist	iatrological	iatrochemistry	1
iatrological	iatrochemistry	iatrology	iatrological	1
iatrology	iatrological	iatromathematical	iatrology	1
iatromathematical	iatrology	iatromathematician	iatromathematical	1
iatromathematician	iatromathematical	iatromathematics	iatromathematician	1
iatromathematics	iatromathematician	iatromechanical	iatromathematics	1
iatromechanical	iatromathematics	iatromechanist	iatromechanical	1
iatromechanist	iatromechanical	iatrophysical	iatromechanist	1
iatrophysical	iatromechanist	iatrophysicist	iatrophysical	1
iatrophysicist	iatrophysical	iatrophysics	iatrophysicist	1
iatrophysics	iatrophysicist	iatrotechnics	iatrophysics	1
iatrotechnics	iatrophysics	iba	iatrotechnics	1
iba	iatrotechnics	ibad	iba	1
Ibad	iba	ibadite	ibad	1
Ibadite	ibad	iban	ibadite	1
Iban	ibadite	ibanag	iban	1
Ibanag	iban	iberes	ibanag	1
Iberes	ibanag	iberi	iberes	1
Iberi	iberes	iberia	iberi	1
Iberia	iberi	iberian	iberia	1
Iberian	iberia	iberic	iberian	1
Iberic	iberian	iberis	iberic	1
Iberis	iberic	iberism	iberis	1
Iberism	iberis	iberite	iberism	1
iberite	iberism	ibex	iberite	1
ibex	iberite	ibices	ibex	1
ibices	ibex	ibid	ibices	1
ibid	ibices	ibididae	ibid	1
Ibididae	ibid	ibidinae	ibididae	1
Ibidinae	ibididae	ibidine	ibidinae	1
ibidine	ibidinae	ibidium	ibidine	1
Ibidium	ibidine	ibilao	ibidium	1
Ibilao	ibidium	ibis	ibilao	1
ibis	ibilao	ibisbill	ibis	1
ibisbill	ibis	ibo	ibisbill	1
Ibo	ibisbill	ibolium	ibo	1
ibolium	ibo	ibota	ibolium	1
ibota	ibolium	ibsenian	ibota	1
Ibsenian	ibota	ibsenic	ibsenian	1
Ibsenic	ibsenian	ibsenish	ibsenic	1
Ibsenish	ibsenic	ibsenism	ibsenish	1
Ibsenism	ibsenish	ibsenite	ibsenism	1
Ibsenite	ibsenism	ibycter	ibsenite	1
Ibycter	ibsenite	ibycus	ibycter	1
Ibycus	ibycter	icacinaceae	ibycus	1
Icacinaceae	ibycus	icacinaceous	icacinaceae	1
icacinaceous	icacinaceae	icaco	icacinaceous	1
icaco	icacinaceous	icacorea	icaco	1
Icacorea	icaco	icaria	icacorea	1
Icaria	icacorea	icarian	icaria	1
Icarian	icaria	icarianism	icarian	1
Icarianism	icarian	icarus	icarianism	1
Icarus	icarianism	ice	icarus	1
ice	icarus	iceberg	ice	1
iceberg	ice	iceblink	iceberg	1
iceblink	iceberg	iceboat	iceblink	1
iceboat	iceblink	icebone	iceboat	1
icebone	iceboat	icebound	icebone	1
icebound	icebone	icebox	icebound	1
icebox	icebound	icebreaker	icebox	1
icebreaker	icebox	icecap	icebreaker	1
icecap	icebreaker	icecraft	icecap	1
icecraft	icecap	iced	icecraft	1
iced	icecraft	icefall	iced	1
icefall	iced	icefish	icefall	1
icefish	icefall	icehouse	icefish	1
icehouse	icefish	iceland	icehouse	1
Iceland	icehouse	iceland	iceland	1
iceland	iceland	icelander	iceland	1
Icelander	iceland	icelandian	icelander	1
Icelandian	icelander	icelandic	icelandian	1
Icelandic	icelandian	iceleaf	icelandic	1
iceleaf	icelandic	iceless	iceleaf	1
iceless	iceleaf	icelidae	iceless	1
Icelidae	iceless	icelike	icelidae	1
icelike	icelidae	iceman	icelike	1
iceman	icelike	iceni	iceman	1
Iceni	iceman	icequake	iceni	1
icequake	iceni	iceroot	icequake	1
iceroot	icequake	icerya	iceroot	1
Icerya	iceroot	icework	icerya	1
icework	icerya	ich	icework	1
ich	icework	ichneumia	ich	1
Ichneumia	ich	ichneumon	ichneumia	1
ichneumon	ichneumia	ichneumoned	ichneumon	1
ichneumoned	ichneumon	ichneumones	ichneumoned	1
Ichneumones	ichneumoned	ichneumonid	ichneumones	1
ichneumonid	ichneumones	ichneumonidae	ichneumonid	1
Ichneumonidae	ichneumonid	ichneumonidan	ichneumonidae	1
ichneumonidan	ichneumonidae	ichneumonides	ichneumonidan	1
Ichneumonides	ichneumonidan	ichneumoniform	ichneumonides	1
ichneumoniform	ichneumonides	ichneumonized	ichneumoniform	1
ichneumonized	ichneumoniform	ichneumonoid	ichneumonized	1
ichneumonoid	ichneumonized	ichneumonoidea	ichneumonoid	1
Ichneumonoidea	ichneumonoid	ichneumonology	ichneumonoidea	1
ichneumonology	ichneumonoidea	ichneumous	ichneumonology	1
ichneumous	ichneumonology	ichneutic	ichneumous	1
ichneutic	ichneumous	ichnite	ichneutic	1
ichnite	ichneutic	ichnographic	ichnite	1
ichnographic	ichnite	ichnographical	ichnographic	1
ichnographical	ichnographic	ichnographically	ichnographical	1
ichnographically	ichnographical	ichnography	ichnographically	1
ichnography	ichnographically	ichnolite	ichnography	1
ichnolite	ichnography	ichnolithology	ichnolite	1
ichnolithology	ichnolite	ichnolitic	ichnolithology	1
ichnolitic	ichnolithology	ichnological	ichnolitic	1
ichnological	ichnolitic	ichnology	ichnological	1
ichnology	ichnological	ichnomancy	ichnology	1
ichnomancy	ichnology	icho	ichnomancy	1
icho	ichnomancy	ichoglan	icho	1
ichoglan	icho	ichor	ichoglan	1
ichor	ichoglan	ichorous	ichor	1
ichorous	ichor	ichorrhea	ichorous	1
ichorrhea	ichorous	ichorrhemia	ichorrhea	1
ichorrhemia	ichorrhea	ichthulin	ichorrhemia	1
ichthulin	ichorrhemia	ichthulinic	ichthulin	1
ichthulinic	ichthulin	ichthus	ichthulinic	1
ichthus	ichthulinic	ichthyal	ichthus	1
ichthyal	ichthus	ichthyic	ichthyal	1
ichthyic	ichthyal	ichthyism	ichthyic	1
ichthyism	ichthyic	ichthyismus	ichthyism	1
ichthyismus	ichthyism	ichthyization	ichthyismus	1
ichthyization	ichthyismus	ichthyized	ichthyization	1
ichthyized	ichthyization	ichthyobatrachian	ichthyized	1
ichthyobatrachian	ichthyized	ichthyocephali	ichthyobatrachian	1
Ichthyocephali	ichthyobatrachian	ichthyocephalous	ichthyocephali	1
ichthyocephalous	ichthyocephali	ichthyocol	ichthyocephalous	1
ichthyocol	ichthyocephalous	ichthyocolla	ichthyocol	1
ichthyocolla	ichthyocol	ichthyocoprolite	ichthyocolla	1
ichthyocoprolite	ichthyocolla	ichthyodea	ichthyocoprolite	1
Ichthyodea	ichthyocoprolite	ichthyodectidae	ichthyodea	1
Ichthyodectidae	ichthyodea	ichthyodian	ichthyodectidae	1
ichthyodian	ichthyodectidae	ichthyodont	ichthyodian	1
ichthyodont	ichthyodian	ichthyodorulite	ichthyodont	1
ichthyodorulite	ichthyodont	ichthyofauna	ichthyodorulite	1
ichthyofauna	ichthyodorulite	ichthyoform	ichthyofauna	1
ichthyoform	ichthyofauna	ichthyographer	ichthyoform	1
ichthyographer	ichthyoform	ichthyographia	ichthyographer	1
ichthyographia	ichthyographer	ichthyographic	ichthyographia	1
ichthyographic	ichthyographia	ichthyography	ichthyographic	1
ichthyography	ichthyographic	ichthyoid	ichthyography	1
ichthyoid	ichthyography	ichthyoidal	ichthyoid	1
ichthyoidal	ichthyoid	ichthyoidea	ichthyoidal	1
Ichthyoidea	ichthyoidal	ichthyol	ichthyoidea	1
Ichthyol	ichthyoidea	ichthyolatrous	ichthyol	1
ichthyolatrous	ichthyol	ichthyolatry	ichthyolatrous	1
ichthyolatry	ichthyolatrous	ichthyolite	ichthyolatry	1
ichthyolite	ichthyolatry	ichthyolitic	ichthyolite	1
ichthyolitic	ichthyolite	ichthyologic	ichthyolitic	1
ichthyologic	ichthyolitic	ichthyological	ichthyologic	1
ichthyological	ichthyologic	ichthyologically	ichthyological	1
ichthyologically	ichthyological	ichthyologist	ichthyologically	1
ichthyologist	ichthyologically	ichthyology	ichthyologist	1
ichthyology	ichthyologist	ichthyomancy	ichthyology	1
ichthyomancy	ichthyology	ichthyomantic	ichthyomancy	1
ichthyomantic	ichthyomancy	ichthyomorpha	ichthyomantic	1
Ichthyomorpha	ichthyomantic	ichthyomorphic	ichthyomorpha	1
ichthyomorphic	ichthyomorpha	ichthyomorphous	ichthyomorphic	1
ichthyomorphous	ichthyomorphic	ichthyonomy	ichthyomorphous	1
ichthyonomy	ichthyomorphous	ichthyopaleontology	ichthyonomy	1
ichthyopaleontology	ichthyonomy	ichthyophagan	ichthyopaleontology	1
ichthyophagan	ichthyopaleontology	ichthyophagi	ichthyophagan	1
ichthyophagi	ichthyophagan	ichthyophagian	ichthyophagi	1
ichthyophagian	ichthyophagi	ichthyophagist	ichthyophagian	1
ichthyophagist	ichthyophagian	ichthyophagize	ichthyophagist	1
ichthyophagize	ichthyophagist	ichthyophagous	ichthyophagize	1
ichthyophagous	ichthyophagize	ichthyophagy	ichthyophagous	1
ichthyophagy	ichthyophagous	ichthyophile	ichthyophagy	1
ichthyophile	ichthyophagy	ichthyophobia	ichthyophile	1
ichthyophobia	ichthyophile	ichthyophthalmite	ichthyophobia	1
ichthyophthalmite	ichthyophobia	ichthyophthiriasis	ichthyophthalmite	1
ichthyophthiriasis	ichthyophthalmite	ichthyopolism	ichthyophthiriasis	1
ichthyopolism	ichthyophthiriasis	ichthyopolist	ichthyopolism	1
ichthyopolist	ichthyopolism	ichthyopsid	ichthyopolist	1
ichthyopsid	ichthyopolist	ichthyopsida	ichthyopsid	1
Ichthyopsida	ichthyopsid	ichthyopsidan	ichthyopsida	1
ichthyopsidan	ichthyopsida	ichthyopterygia	ichthyopsidan	1
Ichthyopterygia	ichthyopsidan	ichthyopterygian	ichthyopterygia	1
ichthyopterygian	ichthyopterygia	ichthyopterygium	ichthyopterygian	1
ichthyopterygium	ichthyopterygian	ichthyornis	ichthyopterygium	1
Ichthyornis	ichthyopterygium	ichthyornithes	ichthyornis	1
Ichthyornithes	ichthyornis	ichthyornithic	ichthyornithes	1
ichthyornithic	ichthyornithes	ichthyornithidae	ichthyornithic	1
Ichthyornithidae	ichthyornithic	ichthyornithiformes	ichthyornithidae	1
Ichthyornithiformes	ichthyornithidae	ichthyornithoid	ichthyornithiformes	1
ichthyornithoid	ichthyornithiformes	ichthyosaur	ichthyornithoid	1
ichthyosaur	ichthyornithoid	ichthyosauria	ichthyosaur	1
Ichthyosauria	ichthyosaur	ichthyosaurian	ichthyosauria	1
ichthyosaurian	ichthyosauria	ichthyosaurid	ichthyosaurian	1
ichthyosaurid	ichthyosaurian	ichthyosauridae	ichthyosaurid	1
Ichthyosauridae	ichthyosaurid	ichthyosauroid	ichthyosauridae	1
ichthyosauroid	ichthyosauridae	ichthyosaurus	ichthyosauroid	1
Ichthyosaurus	ichthyosauroid	ichthyosis	ichthyosaurus	1
ichthyosis	ichthyosaurus	ichthyosism	ichthyosis	1
ichthyosism	ichthyosis	ichthyotic	ichthyosism	1
ichthyotic	ichthyosism	ichthyotomi	ichthyotic	1
Ichthyotomi	ichthyotic	ichthyotomist	ichthyotomi	1
ichthyotomist	ichthyotomi	ichthyotomous	ichthyotomist	1
ichthyotomous	ichthyotomist	ichthyotomy	ichthyotomous	1
ichthyotomy	ichthyotomous	ichthyotoxin	ichthyotomy	1
ichthyotoxin	ichthyotomy	ichthyotoxism	ichthyotoxin	1
ichthyotoxism	ichthyotoxin	ichthytaxidermy	ichthyotoxism	1
ichthytaxidermy	ichthyotoxism	ichu	ichthytaxidermy	1
ichu	ichthytaxidermy	icica	ichu	1
icica	ichu	icicle	icica	1
icicle	icica	icicled	icicle	1
icicled	icicle	icily	icicled	1
icily	icicled	iciness	icily	1
iciness	icily	icing	iciness	1
icing	iciness	icon	icing	1
icon	icing	iconian	icon	1
Iconian	icon	iconic	iconian	1
iconic	iconian	iconical	iconic	1
iconical	iconic	iconism	iconical	1
iconism	iconical	iconoclasm	iconism	1
iconoclasm	iconism	iconoclast	iconoclasm	1
iconoclast	iconoclasm	iconoclastic	iconoclast	1
iconoclastic	iconoclast	iconoclastically	iconoclastic	1
iconoclastically	iconoclastic	iconoclasticism	iconoclastically	1
iconoclasticism	iconoclastically	iconodule	iconoclasticism	1
iconodule	iconoclasticism	iconodulic	iconodule	1
iconodulic	iconodule	iconodulist	iconodulic	1
iconodulist	iconodulic	iconoduly	iconodulist	1
iconoduly	iconodulist	iconograph	iconoduly	1
iconograph	iconoduly	iconographer	iconograph	1
iconographer	iconograph	iconographic	iconographer	1
iconographic	iconographer	iconographical	iconographic	1
iconographical	iconographic	iconographist	iconographical	1
iconographist	iconographical	iconography	iconographist	1
iconography	iconographist	iconolater	iconography	1
iconolater	iconography	iconolatrous	iconolater	1
iconolatrous	iconolater	iconolatry	iconolatrous	1
iconolatry	iconolatrous	iconological	iconolatry	1
iconological	iconolatry	iconologist	iconological	1
iconologist	iconological	iconology	iconologist	1
iconology	iconologist	iconomachal	iconology	1
iconomachal	iconology	iconomachist	iconomachal	1
iconomachist	iconomachal	iconomachy	iconomachist	1
